id	cul	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RHAB	FNL1	FNL2	AN	AC	RATE_WITCH	MR	SBS	AM	IRI_EC	IRI_PT	EXP
1364	EN603	EN	0	35	West	Catholic	Usa	Usa	Ca	Los angelos	Yes		University / College / Undergraduate School (Bachelor Degree)	6	NA	NA	3.75	4.90909090909091	1	2.07692307692308	2.66666666666667	6.66666666666667	3.71428571428571	4.71428571428571	5.33333333333333
1365	EN604	EN	0	35	Northeast	Catholic	United state	United state	Information technology	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	5	5.90909090909091	0	1.92307692307692	4	9	5.28571428571429	5.28571428571429	6
1366	EN605	EN	1	25	South	Christian	Usa	Usa	Homemaker	Virginia	Yes		Junior High School / Middle School	3	NA	NA	3.375	2.18181818181818	1	5.23076923076923	3.66666666666667	4.06666666666667	7	6.14285714285714	1.66666666666667
1367	EN606	EN	0	40	Midwest	Roman Catholic 	United State of America 	United State of America 	manager at IT company 	California 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4	6.18181818181818	1	6.53846153846154	4	8.06666666666667	6.85714285714286	6.85714285714286	4.66666666666667
1368	EN607	EN	0	45	West	Christian	United State	United State	Technology	New York	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.875	5.90909090909091	0	1.07692307692308	4	9.93333333333333	4.42857142857143	5.28571428571429	7.66666666666667
1369	EN608	EN	0	59	Northeast	Methodist	United States	United States	worship director	OH	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	1.875	3	1	5.46153846153846	4	3.4	6.14285714285714	4.71428571428571	4.66666666666667
1370	EN609	EN	0	43	South	Protestant	United States	United States	Computer software	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.625	5.90909090909091	1	2.23076923076923	4	6.2	6.57142857142857	7	5
1371	EN61	EN	0	40	South	Christianity	USA	USA	banking	Texas	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	9	NA	NA	4	5.09090909090909	1	6.53846153846154	3.5	2.53333333333333	7	6.85714285714286	3
1372	EN610	EN	1	27	South	United states	U.S Citizen	United states	Bank teller	North carolina	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	3.5	4.63636363636364	1	6.69230769230769	2.5	6.13333333333333	4.28571428571429	5.85714285714286	4
1373	EN611	EN	1	20	South	none 	United states	United states	None 	California 	Yes		Other	0	NA	NA	3.375	3.18181818181818	0	5.07692307692308	-1.16666666666667	3.13333333333333	3.14285714285714	4.85714285714286	1.33333333333333
1374	EN612	EN	0	30	Northeast	Newyork 	Newyork 	Newyork 	Vice president 	Newyork 	Yes	Conversational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	NA	NA	4.75	5.72727272727273	1	1.15384615384615	3.83333333333333	9.93333333333333	4.71428571428571	5	7
1375	EN613	EN	1	44	South	South	Usa	Usa	Nurse	Tx	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	3	3.27272727272727	0	6.84615384615385	0	5.26666666666667	3.28571428571429	3	2.66666666666667
1376	EN614	EN	1	59	South	christian	united states	united states	disabled	virginia	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	4	4.63636363636364	0	5.76923076923077	4	6	4.85714285714286	4.71428571428571	1
1377	EN615	EN	1	25	South	Atheist	USA	Usa	Organizer	Florida	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	4.125	1.72727272727273	1	5.92307692307692	2.5	5.46666666666667	7	3.71428571428571	2.33333333333333
1378	EN616	EN	1	20	Northeast	life 	united states 	united states	fragrance consultant 	delaware 	Yes		Other	0	NA	NA	3.25	3.27272727272727	1	5	2.66666666666667	7	5.71428571428571	4.14285714285714	3.66666666666667
1379	EN617	EN	1	40	Northeast	Muslim 	United states of America	Newyork 	Accountan	Newyork 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	9	NA	NA	5	5.90909090909091	1	1	4	10	7	7	8
1380	EN618	EN	0	36	West	Christian	United States	United States	Owner	New york	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4	5.18181818181818	1	1.84615384615385	3.83333333333333	7.86666666666667	4.42857142857143	4.42857142857143	4.66666666666667
1381	EN619	EN	0	58	Midwest	be nice to everyone	us	us	computers	wi	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	2.875	3.45454545454545	1	5.61538461538461	-0.5	5.06666666666667	6.57142857142857	4.71428571428571	2.66666666666667
1382	EN62	EN	0	40	Northeast	Islam	United States	United States	Manufacturer	New York	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	3	NA	NA	2.875	3.27272727272727	1	5.61538461538461	4	6.53333333333333	4.57142857142857	4.85714285714286	2.66666666666667
1383	EN620	EN	0	20	Northeast	Christianity	USA 	USA	Employed	Maryland	Yes		Elementary School / Primary School	10	NA	NA	4	4.36363636363636	1	4.23076923076923	4	0.866666666666667	5.14285714285714	4.71428571428571	2.33333333333333
1384	EN621	EN	0	39	West	Christianity	United States of America	United States of America	Information and technology official	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.875	4.81818181818182	1	4.30769230769231	2.16666666666667	5.26666666666667	4.57142857142857	3.14285714285714	4.66666666666667
1385	EN622	EN	0	40	Northeast	Islam	united states 	United states 	Owned business 	Texas	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	NA	NA	5	5.27272727272727	1	1	4	10	4.42857142857143	5.28571428571429	8
1386	EN623	EN	0	35	Northeast	Christianity	United States of America	United States of America	Information technologist	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4	4	1	1.46153846153846	4	2.66666666666667	7	7	3.33333333333333
1387	EN624	EN	0	39	West	Christianity	United States of America	United States of America	Information and technology official	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.5	4.63636363636364	1	4.23076923076923	2.5	5.86666666666667	6.14285714285714	5.14285714285714	4
1388	EN625	EN	1	20	South	Nondenominational 	USA	USA	N/A	FL	Yes		Other	3	NA	NA	2.625	1.90909090909091	0	6.30769230769231	2.5	4.73333333333333	4	3	1
1389	EN626	EN	1	25	West	united states Colorado	United States	United States	accountant	CO	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	4	2.27272727272727	1	3.84615384615385	3.5	3.93333333333333	6.14285714285714	5.42857142857143	2.33333333333333
1390	EN627	EN	1	23	Midwest	Catholic	United States	United States	Human Resource Specialist 	Ohio	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	NA	NA	2.5	2.72727272727273	0	4.76923076923077	1.16666666666667	4.2	6.14285714285714	4.71428571428571	3
1391	EN628	EN	0	29	West	Catholic	America	America	Healthcare	California	No	Conversational	Junior High School / Middle School	10	NA	NA	3.625	5.54545454545455	1	6.53846153846154	1.5	6.66666666666667	6.42857142857143	5.71428571428571	1.66666666666667
1392	EN629	EN	0	34	Northeast	Christianity	USA	USA	Healthcare	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.375	5.27272727272727	1	6.23076923076923	3.33333333333333	7.13333333333333	7	7	4.33333333333333
1393	EN63	EN	0	42	South	Christian	America	America	IT director	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.75	4.72727272727273	1	6.46153846153846	4	5.6	6.42857142857143	5.28571428571429	3
1394	EN630	EN	0	44	Northeast	Roman Catholic 	United States 	United States 	Construction 	New York 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.25	5.45454545454545	1	4.84615384615385	3.66666666666667	4.2	5.57142857142857	4.42857142857143	3
1395	EN631	EN	1	36	Midwest	Spiritual 	USA	USA	Executive 	Michigan 	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	3.375	3.54545454545455	1	5.23076923076923	3.83333333333333	1.73333333333333	5.85714285714286	5.14285714285714	2.33333333333333
1396	EN632	EN	Other	30	South	south	United States	United States		FL	No		University / College / Undergraduate School (Bachelor Degree)	3	NA	NA	1	2.18181818181818	0	4.53846153846154	0	5.46666666666667	4	4	3
1397	EN633	EN	1	21	South	Christian 	USA 	Usa	Food industry 	Tennessee 	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.375	3.63636363636364	1	5.30769230769231	4	4.33333333333333	6.85714285714286	5.71428571428571	1.33333333333333
1398	EN634	EN	1	52	Northeast	Pencostal	American	USA 	Driver	New Jersey 	Yes	Basic	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	2.875	4	1	4.69230769230769	2.33333333333333	5	4.42857142857143	3.85714285714286	1
1399	EN635	EN	0	22	West	Agnostic	Las Vegas 	Las Vegas 	Student	Nevada	Yes		Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	2.5	4.45454545454545	1	4.76923076923077	-2.66666666666667	7	5.42857142857143	5.57142857142857	4.66666666666667
1400	EN636	EN	0	40	West	Nothing	Texas	Dallas	Dallas	Amirca	Yes	Business	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	NA	NA	5	5.90909090909091	1	1	2.16666666666667	5.26666666666667	3.85714285714286	4	3.33333333333333
1401	EN637	EN	1	38	Midwest	Christian 	United States	USA	Customer Service 	TX	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	2.125	4.09090909090909	0	3.76923076923077	3.83333333333333	1.86666666666667	5.14285714285714	5	4.33333333333333
1402	EN638	EN	0	32	Northeast	Christian	USA	USA	IT Consultant	California	Yes	Basic	University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4.375	5.36363636363636	1	4.53846153846154	2.66666666666667	8.2	4.57142857142857	4.57142857142857	4.33333333333333
1403	EN639	EN	1	33	Northeast	Christian 	United states	Passaic 	Self publisher 	New Jersey 	Yes	Basic	Other	1	NA	NA	3.25	4.45454545454545	1	4.07692307692308	2.33333333333333	3.73333333333333	3.28571428571429	3.57142857142857	1
1404	EN64	EN	1	34	Northeast	Muslim	United state	United state	IT manager		Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	NA	NA	4	4.36363636363636	1	3.15384615384615	2.16666666666667	7.06666666666667	4.28571428571429	3.57142857142857	6.33333333333333
1405	EN640	EN	1	45	Northeast	Muslim	United state of america 	United state of america	Bankng/financial	New york	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	5	5.90909090909091	1	1	4	9.93333333333333	4.42857142857143	5.28571428571429	8
1406	EN641	EN	0	20	Northeast	Muslim	USA	USA	IT	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2	2.72727272727273	1	3.84615384615385	3.33333333333333	2.26666666666667	2.71428571428571	4.85714285714286	5.66666666666667
1407	EN642	EN	0	40	Midwest	Muslim	United State of america	United state of america	Information technology	New york	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4	5	1	4.30769230769231	3	7.8	5.14285714285714	4.85714285714286	6
1408	EN643	EN	1	32	Midwest	Episcopalian 	USA	USA	Cashier	MI	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4.375	2.63636363636364	1	7	3.66666666666667	5.46666666666667	6.42857142857143	5.28571428571429	1.33333333333333
1409	EN644	EN	1	49	Midwest	None	United States	United States	Unemployed	Michigan	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	4.75	4.63636363636364	1	3.61538461538462	2.66666666666667	3.66666666666667	5.42857142857143	4.14285714285714	2
1410	EN645	EN	1	20	South	Christian	United States	United States 	Military 	Florida 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	4	NA	NA	3	4	0	5	1.33333333333333	3	4	4	3.66666666666667
1411	EN646	EN	1	27	West	N/A	US	NY	N/A	NY	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	4.125	4.63636363636364	0	6.84615384615385	4	3.06666666666667	5.71428571428571	5.28571428571429	1
1412	EN647	EN	0	23	Northeast	Hindu	USA	Philadelphia 	Student 	PA	Yes		University / College / Undergraduate School (Bachelor Degree)	3	NA	NA	1.75	2.63636363636364	0	1.53846153846154	0.333333333333333	4.66666666666667	4.28571428571429	4.42857142857143	1.66666666666667
1413	EN648	EN	0	45	South	Christian	USA	USA	Construction	Florida	Yes	Conversational	University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4.625	5.54545454545455	1	1.07692307692308	3.83333333333333	9.2	4.57142857142857	5	5.66666666666667
1414	EN649	EN	0	29	Midwest	none	USA	USA	Retail	MISSOURI	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	3.75	3.63636363636364	1	4.07692307692308	-0.833333333333333	4	4.71428571428571	4.85714285714286	3.33333333333333
1415	EN65	EN	1	24	Midwest	Christian 	Usa	Jaa	Cashier	Nebraska 	Yes		Other	3	NA	NA	2.5	4.18181818181818	1	4.15384615384615	2.5	4.93333333333333	5.71428571428571	3.42857142857143	1
1416	EN650	EN	0	35	South	Catholic 	United states	United States	Estimator	Texas	Yes		University / College / Undergraduate School (Bachelor Degree)	1	NA	NA	3.875	3.54545454545455	0	2.69230769230769	3.5	5.26666666666667	6	4.85714285714286	3.66666666666667
1417	EN651	EN	0	35	Northeast	Christian	United states of american	USA	information about technology	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	4	NA	NA	4.375	5.09090909090909	1	2.61538461538462	3	7.6	3.57142857142857	4.14285714285714	5
1418	EN652	EN	0	35	Northeast	Christian 	U.S.A	U.S.A	Technology spacialist 	New york	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4.375	4.45454545454545	1	5	4	2.13333333333333	6.14285714285714	5.71428571428571	2.66666666666667
1419	EN653	EN	1	32	Midwest	Christian	United State	California	Westlake Village	Los Angeles	Yes		University / College / Undergraduate School (Bachelor Degree)	8	NA	NA	3.75	4.90909090909091	1	4.46153846153846	1.66666666666667	4.66666666666667	5.14285714285714	4.57142857142857	2
1420	EN654	EN	0	45	Midwest	Christianity	USA	USA	In formation technology	new york	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	NA	NA	3.625	4.18181818181818	1	5.69230769230769	2.33333333333333	8.2	4.85714285714286	5.57142857142857	2.33333333333333
1421	EN655	EN	0	45	Midwest	Christian	USA	USA	IT	New York	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	NA	NA	2.875	5.90909090909091	1	3.23076923076923	3.33333333333333	3.33333333333333	5.42857142857143	5.14285714285714	3.33333333333333
1422	EN656	EN	0	39	West	Christian	USA	USA	Senior Manager	OR	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	4.625	5.72727272727273	1	1.84615384615385	4	8.33333333333333	4.71428571428571	4.71428571428571	6.66666666666667
1423	EN657	EN	0	60	South	protestant	United States	United States	ENGINEER	VA	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	2.375	3.45454545454545	0	4.07692307692308	3	3.33333333333333	4.42857142857143	5	2
1424	EN658	EN	0	24	Northeast	None	U.S.A	U.S.A	Operator	Ohio	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	2.75	2.63636363636364	1	3.92307692307692	-0.666666666666667	3	4.14285714285714	4.57142857142857	1
1425	EN659	EN	0	45	South	Christian	USA	USA	Construction	Florida	Yes	Basic	University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4.25	5.36363636363636	1	1.61538461538462	4	9.53333333333333	4.71428571428571	5	5.66666666666667
1426	EN66	EN	1	36	Northeast	Catholic	United State of America	United State of America	Education training	New York	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	3.875	5.09090909090909	1	3.84615384615385	2.83333333333333	7.6	5.42857142857143	5	3
1427	EN660	EN	1	38	South	Catholic 	US	US	Teacher	Florida 	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	1.875	1.54545454545455	1	5.23076923076923	1.33333333333333	0.866666666666667	7	7	1.33333333333333
1428	EN661	EN	0	30	West	California	California	California	California	United State	Yes	Conversational	Vocational School / Technical College / Communication College (Associate Degree)	5	NA	NA	5	5.90909090909091	1	1	4	10	4.42857142857143	5.28571428571429	8
1429	EN662	EN	0	38	South	N/A	USA	USA	Automotive Technician 	Florida 	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	2.875	3	0	5.61538461538461	3.5	3.66666666666667	5.57142857142857	6.85714285714286	3.33333333333333
1430	EN663	EN	1	28	Northeast	None	Usa	Usa	Retail 	New york	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3	4	1	4	0	5	3.85714285714286	4	1
1431	EN664	EN	1	33	South	None	USA	USA	None	North Carolina	Yes		Junior High School / Middle School	1	NA	NA	5	3.45454545454545	0	4	4	5	5.14285714285714	4	1
1432	EN665	EN	0	35	Northeast	Muslim	New york	New york	California	California	Yes	Conversational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	NA	NA	4.125	4.54545454545455	1	1.15384615384615	3.33333333333333	7.93333333333333	4.85714285714286	4.14285714285714	6
1433	EN666	EN	1	53	South	spiritual 	United States	United States	unemployed 	Florida	Yes		Junior High School / Middle School	0	NA	NA	3.125	5	0	4.92307692307692	1.83333333333333	2.53333333333333	5.28571428571429	3.71428571428571	1.33333333333333
1434	EN667	EN	1	30	West	Christian 	USA 	Usa	Retail	Arizona 	Yes		Junior High School / Middle School	0	NA	NA	2.5	2.90909090909091	0	3.46153846153846	1.33333333333333	3.33333333333333	6.71428571428571	5.85714285714286	1
1435	EN668	EN	0	36	Midwest	Atheists 	Usa	Sedgwick 	Disable 	Kansas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	3.5	4.09090909090909	1	4.23076923076923	0.5	5.2	4	4.42857142857143	1.66666666666667
1436	EN669	EN	0	48	Northeast	Neutral	America	Glen burnie	Janitor	Maryland	Yes		Junior High School / Middle School	1	NA	NA	2.625	4.45454545454545	1	4.15384615384615	4	4.86666666666667	4.14285714285714	4.57142857142857	1
1437	EN67	EN	0	30	Midwest	Muslim 	United state 	New York 	Director 	New York 	Yes	Business	Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4	5.27272727272727	1	2	3	9	4.28571428571429	4.85714285714286	3
1438	EN670	EN	1	56	Northeast	Christianity	USA	USA	Medical Technologist	RI	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	1.5	4	0	2.15384615384615	4	3.26666666666667	6.57142857142857	5.28571428571429	3.33333333333333
1439	EN671	EN	0	40	South	Christianity	United states 	United states  	Financial director 	New York 	Yes	Business	Graduate University / Professional School (Master's Degree, Doctoral Degree)	9	NA	NA	4	5.09090909090909	1	4.61538461538461	4	7.33333333333333	4.42857142857143	5.42857142857143	6.66666666666667
1440	EN672	EN	1	20	Northeast	Catholic	US	US	student	MA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3.5	2	1	5.23076923076923	2.5	1	6.85714285714286	5	3
1441	EN673	EN	1	34	Midwest	Catholic	United States	United States 	Teacher 	Oklahoma 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	NA	NA	4.25	5.27272727272727	1	5.30769230769231	0.333333333333333	5	2.85714285714286	3.85714285714286	2.33333333333333
1442	EN674	EN	1	48	South	Christian 	United states	United states	Disabled	Mo	Yes		Junior High School / Middle School	0	NA	NA	4	3.45454545454545	1	5.38461538461539	3	6.06666666666667	6.57142857142857	5.57142857142857	1
1443	EN675	EN	1	49	South	Baptist 	USA 	USA 	IT Supervisor 	Texas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	8	NA	NA	3.5	4.90909090909091	1	7	2.5	3.86666666666667	6.71428571428571	6	1.33333333333333
1444	EN676	EN	1	30	Midwest	Baptist	United states	United States	Sled employed	WI	Yes		Junior High School / Middle School	10	NA	NA	2.125	5	0	4.38461538461539	3.83333333333333	1.66666666666667	4.14285714285714	3.71428571428571	1.33333333333333
1445	EN677	EN	0	50	South	Babist 	United states	United States	White	South Carolina 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	3.375	4.81818181818182	1	3.30769230769231	2.16666666666667	6.53333333333333	4.42857142857143	4.42857142857143	3
1446	EN678	EN	1	55	South	Christian	USA	USA	retired	Florida	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	1.625	6.45454545454545	0	7	0.666666666666667	3.73333333333333	6.14285714285714	7	2.33333333333333
1447	EN679	EN	0	59	Midwest	Believer	United States	United States	Teacher	Ohio	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	2.625	5.45454545454545	0	5.53846153846154	3.5	0.333333333333333	5.71428571428571	4.71428571428571	2
1448	EN68	EN	0	41	West	chisthan	USA	USA	FULL TIME EMPLLOYE	new york	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	4	5.09090909090909	1	2.92307692307692	2.66666666666667	7.46666666666667	4	4.42857142857143	6
1449	EN680	EN	1	52	Northeast	Baptist, Christian	United States	United States	Crew Trainer/ Crew Member	North Carolina	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	5	5.45454545454545	1	7	4	2.66666666666667	7	6.14285714285714	2.66666666666667
1450	EN681	EN	1	33	South	Christian 	America	America	Insurance 	Louisiana 	Yes		Junior High School / Middle School	2	NA	NA	3.125	3.72727272727273	0	4.69230769230769	0.166666666666667	6.86666666666667	4.57142857142857	4.14285714285714	1.66666666666667
1451	EN682	EN	0	27	Northeast	Catholic 	USA	USA	real estate 	Texas 	Yes		Junior High School / Middle School	0	NA	NA	2.625	4.90909090909091	0	5.15384615384615	-1.16666666666667	2.66666666666667	4.28571428571429	5	2.66666666666667
1452	EN683	EN	1	49	Midwest	Catholic 	Usa	Usa	Housekeeping 	Mi	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	2.625	4.45454545454545	1	5.84615384615385	-2.16666666666667	3	5	4.28571428571429	1
1453	EN684	EN	1	36	South	None 	New York 	New York 	Education 	New York 	Yes		University / College / Undergraduate School (Bachelor Degree)	5	NA	NA	3.75	4	0	5.38461538461539	0.666666666666667	6.06666666666667	6.71428571428571	5.14285714285714	6
1454	EN685	EN	0	59	Midwest	Non-denominational	United States	United States	Retired	Oklahoma	Yes		Junior High School / Middle School	10	NA	NA	1	6.18181818181818	0	4	4	2	4.85714285714286	4.85714285714286	1.66666666666667
1455	EN686	EN	0	35	South	Jewish	Usa	USA	Engineer	NC	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	4	4.18181818181818	1	2.92307692307692	3.66666666666667	0.733333333333333	3.42857142857143	3.14285714285714	2.33333333333333
1456	EN687	EN	0	40	South	South	USA	USA	Information technology	Florida	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	NA	NA	5	5.90909090909091	1	2	2.5	6.8	4.71428571428571	4.71428571428571	4.33333333333333
1457	EN688	EN	0	45	Midwest	Catholic 	USA 	USA 	Retired 	WI	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	1.5	3.36363636363636	1	1.15384615384615	2.16666666666667	2	5.14285714285714	5.28571428571429	1
1458	EN689	EN	0	54	South	none	usa	usa	disabled	Tennessee	Yes		Other	3	NA	NA	3.25	4.54545454545455	1	4	-1	5	4	3.85714285714286	2.33333333333333
1459	EN69	EN	1	21	Midwest	I Don驕ｯｽｶ陷ｽｲ Have One 	United States	United States	Unemployed 	Missouri 	Yes		Other	3	NA	NA	3.125	4.18181818181818	1	5.53846153846154	0.666666666666667	3.4	7	6.71428571428571	1
1460	EN690	EN	0	33	Northeast	Agnostic 	USA 	Usa	It	Ohio	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	4.25	3	1	3.53846153846154	0	5.93333333333333	5.42857142857143	4.57142857142857	2.33333333333333
1461	EN691	EN	1	31	Northeast	Christian	United States	Dutchess 	Clerical	NY	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3	4	1	5.46153846153846	0.333333333333333	2.2	4.85714285714286	4.71428571428571	2.33333333333333
1462	EN692	EN	1	30	West	None	Usa	Usa	Teacher	Oregon	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	1.875	2.90909090909091	1	5.15384615384615	-1.33333333333333	5.6	4.85714285714286	4.42857142857143	2.66666666666667
1463	EN693	EN	0	28	Northeast	Christian	USA	USA	Electronics engineer	New york	Yes		University / College / Undergraduate School (Bachelor Degree)	8	NA	NA	4	5.90909090909091	1	4.84615384615385	2.66666666666667	2.86666666666667	5	4.42857142857143	5.33333333333333
1464	EN694	EN	1	34	Midwest	Baptist 	United States	United States	Homemaker	MO	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	2.5	5.09090909090909	1	3.46153846153846	4	2.06666666666667	5.14285714285714	4.71428571428571	2.33333333333333
1465	EN695	EN	0	55	South	Christian	United States	United States	IT	United States	Yes		University / College / Undergraduate School (Bachelor Degree)	3	NA	NA	1.25	5	0	2.30769230769231	4	2.4	6.14285714285714	4.85714285714286	3.66666666666667
1466	EN696	EN	0	35	Northeast	Christian	United state of america	USA	Manufacturer	New york	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	1	NA	NA	3.375	3.54545454545455	1	3.53846153846154	0.166666666666667	4.4	4	4.28571428571429	4
1467	EN697	EN	0	23	South	Christian	Usa	Usa	Manufacturing	Texas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	2	NA	NA	3.875	2.09090909090909	0	6.69230769230769	2.5	6.2	6.14285714285714	6.14285714285714	2.66666666666667
1468	EN698	EN	1	41	South	Baptist 	United States 	United States 	Homemaker 	Georgia 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	6	NA	NA	4.5	3.90909090909091	1	5.53846153846154	4	2.6	6	6.57142857142857	1
1469	EN699	EN	1	56	West	Christian	United states	United States	Instructional assistant	California 	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	3.125	5.18181818181818	0	6.84615384615385	3.83333333333333	6	7	6.85714285714286	1
1470	EN7	EN	1	30	West	Christian	USA	USA	Banking and finance	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.25	5.27272727272727	1	4.53846153846154	3.83333333333333	3.8	4.57142857142857	5.28571428571429	3
1471	EN70	EN	1	33	Northeast	Im not sure 	ny	ny	unemployed	ny	Yes		Junior High School / Middle School	0	NA	NA	2.875	3.63636363636364	1	7	1.33333333333333	7	4	4	1
1472	EN700	EN	1	53	South	CHRISTIANITY	US	US	ADMINITRATIVE PROGRAMS OFFICER	OK	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	1.375	5.18181818181818	1	3.69230769230769	3.83333333333333	2.66666666666667	6	5.57142857142857	2.33333333333333
1473	EN701	EN	0	27	South	Norse pagan	USA	USA	Self-employed	Tx	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	5	1.36363636363636	1	6.76923076923077	3.33333333333333	5.2	2.42857142857143	6.57142857142857	2.66666666666667
1474	EN702	EN	1	53	West	Atheist	USA	USA	Writer	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	3.375	1.90909090909091	0	5.30769230769231	-1.33333333333333	2.86666666666667	5.57142857142857	5	2
1475	EN703	EN	0	36	Northeast	Christianity	United state of america	United state of america	Finance	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	4.625	5.63636363636364	1	5.07692307692308	1	7.66666666666667	6.57142857142857	5.85714285714286	7
